날짜,시그니처,설명,클래스,위험도,프로토콜,출발 IP,출발 포트,도착 IP,도착 포트
2026-06-04 08:50:37.252190,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,UDP,66.132.172.248,1970,192.168.45.3,59114
2026-06-04 08:51:47.290601,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.137,32986,192.168.45.3,28863
2026-06-04 08:54:21.758148,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.7,46505,192.168.45.3,57309
2026-06-04 09:02:21.571585,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.135,18042,192.168.45.3,65258
2026-06-04 09:02:28.070033,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.172.232,60159,192.168.45.3,8013
2026-06-04 09:03:30.189044,2010937,ET SCAN Suspicious inbound to mySQL port 3306,Potentially Bad Traffic,2,TCP,139.162.70.53,43981,192.168.45.3,3306
2026-06-04 09:03:32.048781,2400042,ET DROP Spamhaus DROP Listed Traffic Inbound group 43,Misc Attack,2,TCP,195.178.110.188,49795,192.168.45.3,4022
2026-06-04 09:07:49.507706,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,UDP,65.49.20.102,8959,192.168.45.3,7
2026-06-04 09:08:18.093389,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.172.127,3486,192.168.45.3,60888
2026-06-04 09:10:32.555346,2010936,ET SCAN Suspicious inbound to Oracle SQL port 1521,Potentially Bad Traffic,2,TCP,20.65.152.136,49162,192.168.45.3,1521
2026-06-04 09:10:44.543888,2400008,ET DROP Spamhaus DROP Listed Traffic Inbound group 9,Misc Attack,2,TCP,64.89.163.134,51647,192.168.45.3,5432
2026-06-04 09:10:44.543888,2010939,ET SCAN Suspicious inbound to PostgreSQL port 5432,Potentially Bad Traffic,2,TCP,64.89.163.134,51647,192.168.45.3,5432
2026-06-04 09:13:23.442096,2010935,ET SCAN Suspicious inbound to MSSQL port 1433,Potentially Bad Traffic,2,TCP,203.156.243.142,48769,192.168.45.3,1433
2026-06-04 09:14:18.318870,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.90,41046,192.168.45.3,4897
2026-06-04 09:15:04.332164,2400024,ET DROP Spamhaus DROP Listed Traffic Inbound group 25,Misc Attack,2,TCP,130.12.180.134,58260,192.168.45.3,29554
2026-06-04 09:16:33.176463,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.31,46740,192.168.45.3,61916
2026-06-04 09:18:32.889094,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.9,55427,192.168.45.3,1006
2026-06-04 09:20:05.885363,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.172.237,13839,192.168.45.3,22422
2026-06-04 09:20:56.875706,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.234,26047,192.168.45.3,59998
2026-06-04 09:22:21.234694,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,198.235.24.104,49707,192.168.45.3,5904
2026-06-04 09:22:50.304479,2010937,ET SCAN Suspicious inbound to mySQL port 3306,Potentially Bad Traffic,2,TCP,134.209.252.42,57572,192.168.45.3,3306
2026-06-04 09:22:51.326701,2010937,ET SCAN Suspicious inbound to mySQL port 3306,Potentially Bad Traffic,2,TCP,134.209.252.42,57572,192.168.45.3,3306
2026-06-04 09:22:52.351381,2010937,ET SCAN Suspicious inbound to mySQL port 3306,Potentially Bad Traffic,2,TCP,134.209.252.42,57572,192.168.45.3,3306
2026-06-04 09:22:53.376101,2010937,ET SCAN Suspicious inbound to mySQL port 3306,Potentially Bad Traffic,2,TCP,134.209.252.42,57572,192.168.45.3,3306
2026-06-04 09:22:54.400037,2010937,ET SCAN Suspicious inbound to mySQL port 3306,Potentially Bad Traffic,2,TCP,134.209.252.42,57572,192.168.45.3,3306
2026-06-04 09:22:54.400039,2001219,ET SCAN Potential SSH Scan,Attempted Information Leak,2,TCP,134.209.252.42,54066,192.168.45.3,22
2026-06-04 09:23:16.151451,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.148.10.230,50432,192.168.45.3,2222
2026-06-04 09:23:16.151451,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,45.148.10.230,50432,192.168.45.3,2222
2026-06-04 09:25:30.837782,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.29,46626,192.168.45.3,15406
2026-06-04 09:26:52.951478,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.172.146,8748,192.168.45.3,57383
2026-06-04 09:28:02.613212,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.32,57032,192.168.45.3,62057
2026-06-04 09:29:52.401029,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.53,47603,192.168.45.3,3390
2026-06-04 09:30:11.712390,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.172.118,28512,192.168.45.3,8899
2026-06-04 09:31:16.018003,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.169,40604,192.168.45.3,10002
2026-06-04 09:34:39.922504,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,UDP,198.235.24.80,54098,192.168.45.3,5353
2026-06-04 09:35:57.707928,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.144,59342,192.168.45.3,27208
2026-06-04 09:37:32.959574,2010935,ET SCAN Suspicious inbound to MSSQL port 1433,Potentially Bad Traffic,2,TCP,121.43.109.168,46177,192.168.45.3,1433
2026-06-04 09:39:26.988283,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,UDP,65.49.20.77,48592,192.168.45.3,11
2026-06-04 09:41:16.463602,2010935,ET SCAN Suspicious inbound to MSSQL port 1433,Potentially Bad Traffic,2,TCP,45.174.75.43,10000,192.168.45.3,1433
2026-06-04 09:41:30.454967,2400009,ET DROP Spamhaus DROP Listed Traffic Inbound group 10,Misc Attack,2,TCP,77.90.185.207,46915,192.168.45.3,3548
2026-06-04 09:41:32.129397,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,UDP,66.132.172.244,49840,192.168.45.3,9185
2026-06-04 09:44:42.220267,2400033,ET DROP Spamhaus DROP Listed Traffic Inbound group 34,Misc Attack,2,TCP,176.65.139.43,49048,192.168.45.3,5900
2026-06-04 09:44:42.220267,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,176.65.139.43,49048,192.168.45.3,5900
2026-06-04 09:46:13.184307,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,UDP,66.132.186.246,64030,192.168.45.3,27036
2026-06-04 09:47:14.723742,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,198.235.24.57,52154,192.168.45.3,10010
2026-06-04 09:48:06.958524,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.12,55503,192.168.45.3,20087
2026-06-04 09:50:11.809375,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,UDP,66.132.224.18,7099,192.168.45.3,47809
2026-06-04 09:50:21.048063,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,UDP,66.132.186.220,38225,192.168.45.3,19302
2026-06-04 09:51:01.219010,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,198.235.24.116,49748,192.168.45.3,2001
2026-06-04 09:54:43.796478,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.30,57327,192.168.45.3,55730
2026-06-04 09:55:11.549634,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.172.159,24183,192.168.45.3,18015
2026-06-04 09:56:31.184289,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.10,55461,192.168.45.3,2549
2026-06-04 10:00:34.427116,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,UDP,66.132.172.245,11440,192.168.45.3,5643
2026-06-04 10:01:31.813983,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.8,55386,192.168.45.3,8111
2026-06-04 10:05:01.621006,2400004,ET DROP Spamhaus DROP Listed Traffic Inbound group 5,Misc Attack,2,TCP,45.42.88.54,60001,192.168.45.3,9605
2026-06-04 10:05:42.264409,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,UDP,66.132.186.239,11264,192.168.45.3,5349
2026-06-04 10:06:13.403743,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.7,46505,192.168.45.3,32240
2026-06-04 10:11:14.421791,2400033,ET DROP Spamhaus DROP Listed Traffic Inbound group 34,Misc Attack,2,TCP,176.65.139.87,38522,192.168.45.3,1080
2026-06-04 10:11:14.421791,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,176.65.139.87,38522,192.168.45.3,1080
2026-06-04 10:12:52.064738,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,UDP,66.132.172.248,24970,192.168.45.3,16328
2026-06-04 10:14:14.385303,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.148.10.67,40001,192.168.45.3,443
2026-06-04 10:14:14.385303,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,45.148.10.67,40001,192.168.45.3,443
2026-06-04 10:15:00.825586,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.90,41046,192.168.45.3,53938
2026-06-04 10:17:41.813791,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,198.235.24.54,53686,192.168.45.3,2096
2026-06-04 10:18:02.568417,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,198.235.24.90,50843,192.168.45.3,7070
2026-06-04 10:19:08.823789,2010935,ET SCAN Suspicious inbound to MSSQL port 1433,Potentially Bad Traffic,2,TCP,123.56.110.252,48942,192.168.45.3,1433
2026-06-04 10:19:59.954392,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.134,12029,192.168.45.3,8703
2026-06-04 10:20:12.099805,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.31,46740,192.168.45.3,52661
2026-06-04 10:20:54.777277,2400042,ET DROP Spamhaus DROP Listed Traffic Inbound group 43,Misc Attack,2,TCP,195.178.110.188,55318,192.168.45.3,5022
2026-06-04 10:22:17.734264,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,100.29.192.40,31327,192.168.45.3,502
2026-06-04 10:24:30.017883,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.211,30856,192.168.45.3,1234
2026-06-04 10:27:23.815233,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.148.10.230,50432,192.168.45.3,22222
2026-06-04 10:27:23.815233,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,45.148.10.230,50432,192.168.45.3,22222
2026-06-04 10:27:31.685583,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.29,46626,192.168.45.3,59440
2026-06-04 10:27:43.230328,2010937,ET SCAN Suspicious inbound to mySQL port 3306,Potentially Bad Traffic,2,TCP,104.248.184.28,56115,192.168.45.3,3306
2026-06-04 10:28:08.057943,2400033,ET DROP Spamhaus DROP Listed Traffic Inbound group 34,Misc Attack,2,TCP,176.65.139.91,55347,192.168.45.3,39922
2026-06-04 10:28:08.057943,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,176.65.139.91,55347,192.168.45.3,39922
2026-06-04 10:29:05.398487,2500000,ET COMPROMISED Known Compromised or Hostile Host Traffic group 1,Misc Attack,2,TCP,109.122.217.21,51165,192.168.45.3,53003
2026-06-04 10:29:33.037192,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,198.235.24.96,49707,192.168.45.3,50002
2026-06-04 10:29:49.941496,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.245,50688,192.168.45.3,61616
2026-06-04 10:30:57.264120,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,198.235.24.42,50338,192.168.45.3,37443
2026-06-04 10:31:56.570879,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.172.225,3971,192.168.45.3,5349
2026-06-04 10:33:01.218428,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.154.87,58914,192.168.45.3,8427
2026-06-04 10:35:42.283513,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.169,40604,192.168.45.3,3393
2026-06-04 10:49:56.688109,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.172.123,24478,192.168.45.3,32706
2026-06-04 10:51:57.751198,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,UDP,66.132.172.246,20755,192.168.45.3,8323
2026-06-04 10:52:22.708942,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.253,10633,192.168.45.3,1912
2026-06-04 10:56:59.990971,2400033,ET DROP Spamhaus DROP Listed Traffic Inbound group 34,Misc Attack,2,TCP,176.65.139.43,49048,192.168.45.3,5910
2026-06-04 10:56:59.990971,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,176.65.139.43,49048,192.168.45.3,5910
2026-06-04 10:57:16.836797,2400012,ET DROP Spamhaus DROP Listed Traffic Inbound group 13,Misc Attack,2,TCP,88.210.63.69,50110,192.168.45.3,44354
2026-06-04 10:58:06.460551,2400014,ET DROP Spamhaus DROP Listed Traffic Inbound group 15,Misc Attack,2,TCP,92.118.39.97,52611,192.168.45.3,8696
2026-06-04 10:58:13.426877,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.10,55461,192.168.45.3,20199
2026-06-04 10:58:49.994058,2400024,ET DROP Spamhaus DROP Listed Traffic Inbound group 25,Misc Attack,2,TCP,130.12.180.34,55351,192.168.45.3,1723
2026-06-04 10:59:23.202270,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.53,47603,192.168.45.3,8088
2026-06-04 11:02:05.312937,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.8,55386,192.168.45.3,9696
2026-06-04 11:02:19.994193,2400042,ET DROP Spamhaus DROP Listed Traffic Inbound group 43,Misc Attack,2,TCP,195.178.110.237,56929,192.168.45.3,2360
2026-06-04 11:03:59.169003,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,198.235.24.43,51865,192.168.45.3,888
2026-06-04 11:04:19.114251,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,198.235.24.69,49901,192.168.45.3,20257
2026-06-04 11:05:04.577847,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.172.238,44107,192.168.45.3,1911
2026-06-04 11:05:19.808148,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.241,13152,192.168.45.3,1311
2026-06-04 11:11:15.314181,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.224.19,17045,192.168.45.3,7000
2026-06-04 11:12:34.073263,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.9,55427,192.168.45.3,4044
2026-06-04 11:12:47.940816,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.172.157,15448,192.168.45.3,62276
2026-06-04 11:13:07.002413,2500000,ET COMPROMISED Known Compromised or Hostile Host Traffic group 1,Misc Attack,2,TCP,109.122.217.21,57152,192.168.45.3,53499
2026-06-04 11:15:08.381771,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.90,41046,192.168.45.3,22914
2026-06-04 11:15:18.708741,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.172.117,18098,192.168.45.3,58662
2026-06-04 11:16:19.709935,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.230,1761,192.168.45.3,33692
2026-06-04 11:17:13.798492,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,198.235.24.118,56492,192.168.45.3,2084
2026-06-04 11:17:41.412960,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.30,57327,192.168.45.3,28447
2026-06-04 11:17:45.868224,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,198.235.24.67,52584,192.168.45.3,5985
2026-06-04 11:19:03.530193,2400033,ET DROP Spamhaus DROP Listed Traffic Inbound group 34,Misc Attack,2,TCP,176.65.139.82,56555,192.168.45.3,1461
2026-06-04 11:19:03.530193,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,176.65.139.82,56555,192.168.45.3,1461
2026-06-04 11:19:28.912949,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,198.235.24.80,51752,192.168.45.3,28080
2026-06-04 11:19:37.054669,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,UDP,65.49.20.86,39687,192.168.45.3,5683
2026-06-04 11:19:54.537046,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.235,37919,192.168.45.3,18743
2026-06-04 11:21:26.923106,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,100.29.192.109,11966,192.168.45.3,389
2026-06-04 11:24:02.148182,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.224,34501,192.168.45.3,50594
