날짜,시그니처,설명,클래스,위험도,프로토콜,출발 IP,출발 포트,도착 IP,도착 포트
2026-06-04 01:59:49.440170,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.30,57327,192.168.45.3,29666
2026-06-04 02:00:51.111806,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.32,57032,192.168.45.3,19385
2026-06-04 02:02:20.416829,2400003,ET DROP Spamhaus DROP Listed Traffic Inbound group 4,Misc Attack,2,TCP,43.228.157.179,49101,192.168.45.3,5900
2026-06-04 02:02:20.416829,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,43.228.157.179,49101,192.168.45.3,5900
2026-06-04 02:03:18.892714,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.215,57438,192.168.45.3,18246
2026-06-04 02:04:44.539746,2500000,ET COMPROMISED Known Compromised or Hostile Host Traffic group 1,Misc Attack,2,TCP,109.122.217.21,41350,192.168.45.3,52940
2026-06-04 02:04:59.237007,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.251,63266,192.168.45.3,9876
2026-06-04 02:05:38.726755,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.128,49638,192.168.45.3,26419
2026-06-04 02:08:08.451416,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.142,5703,192.168.45.3,35428
2026-06-04 02:08:35.826295,2400035,ET DROP Spamhaus DROP Listed Traffic Inbound group 36,Misc Attack,2,TCP,185.93.89.111,51218,192.168.45.3,5900
2026-06-04 02:09:25.162793,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.210,49829,192.168.45.3,16993
2026-06-04 02:11:45.651740,2400002,ET DROP Spamhaus DROP Listed Traffic Inbound group 3,Misc Attack,2,TCP,36.255.97.115,32940,192.168.45.3,5900
2026-06-04 02:13:22.400730,2400033,ET DROP Spamhaus DROP Listed Traffic Inbound group 34,Misc Attack,2,TCP,176.65.139.31,48270,192.168.45.3,17000
2026-06-04 02:13:22.400730,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,176.65.139.31,48270,192.168.45.3,17000
2026-06-04 02:19:52.190674,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.10,55461,192.168.45.3,9891
2026-06-04 02:21:41.054324,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.8,55386,192.168.45.3,1235
2026-06-04 02:22:42.851468,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.148.10.230,44796,192.168.45.3,22222
2026-06-04 02:22:42.851468,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,45.148.10.230,44796,192.168.45.3,22222
2026-06-04 02:22:48.547643,2400002,ET DROP Spamhaus DROP Listed Traffic Inbound group 3,Misc Attack,2,TCP,36.255.97.47,59352,192.168.45.3,5900
2026-06-04 02:23:18.674628,2010935,ET SCAN Suspicious inbound to MSSQL port 1433,Potentially Bad Traffic,2,TCP,135.237.125.221,60952,192.168.45.3,1433
2026-06-04 02:24:44.418719,2400033,ET DROP Spamhaus DROP Listed Traffic Inbound group 34,Misc Attack,2,TCP,176.65.139.87,55200,192.168.45.3,1080
2026-06-04 02:24:44.418719,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,176.65.139.87,55200,192.168.45.3,1080
2026-06-04 02:25:11.268827,2400042,ET DROP Spamhaus DROP Listed Traffic Inbound group 43,Misc Attack,2,TCP,195.178.110.188,44117,192.168.45.3,40022
2026-06-04 02:25:32.874600,2010935,ET SCAN Suspicious inbound to MSSQL port 1433,Potentially Bad Traffic,2,TCP,202.107.234.142,8673,192.168.45.3,1433
2026-06-04 02:25:36.499238,2010935,ET SCAN Suspicious inbound to MSSQL port 1433,Potentially Bad Traffic,2,TCP,185.254.95.141,59631,192.168.45.3,1433
2026-06-04 02:26:22.248130,2400003,ET DROP Spamhaus DROP Listed Traffic Inbound group 4,Misc Attack,2,TCP,43.228.157.8,5419,192.168.45.3,23101
2026-06-04 02:26:22.248130,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,43.228.157.8,5419,192.168.45.3,23101
2026-06-04 02:27:11.978036,2400062,ET DROP Spamhaus DROP Listed Traffic Inbound group 63,Misc Attack,2,TCP,213.177.179.165,45162,192.168.45.3,5900
2026-06-04 02:28:34.882154,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.31,46740,192.168.45.3,16472
2026-06-04 02:28:58.262071,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.148.10.200,12809,192.168.45.3,8088
2026-06-04 02:28:58.262071,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,45.148.10.200,12809,192.168.45.3,8088
2026-06-04 02:31:22.758898,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.148.10.67,40001,192.168.45.3,443
2026-06-04 02:31:22.758898,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,45.148.10.67,40001,192.168.45.3,443
2026-06-04 02:31:46.568700,2400003,ET DROP Spamhaus DROP Listed Traffic Inbound group 4,Misc Attack,2,TCP,43.228.157.145,45909,192.168.45.3,5900
2026-06-04 02:31:46.568700,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,43.228.157.145,45909,192.168.45.3,5900
2026-06-04 02:32:01.259264,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.207,22820,192.168.45.3,990
2026-06-04 02:34:39.191419,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.7,46505,192.168.45.3,55418
2026-06-04 02:36:29.625405,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.224.16,37250,192.168.45.3,587
2026-06-04 02:37:27.165880,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,UDP,66.132.172.244,27274,192.168.45.3,24051
2026-06-04 02:37:48.447224,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.172.232,34046,192.168.45.3,2083
2026-06-04 02:38:04.657258,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.172.225,58934,192.168.45.3,5671
2026-06-04 02:40:06.105336,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.53,47603,192.168.45.3,37777
2026-06-04 02:44:38.376666,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.90,41046,192.168.45.3,54427
2026-06-04 02:47:03.779933,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.234,20428,192.168.45.3,28154
2026-06-04 02:49:08.151268,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.12,55503,192.168.45.3,2251
2026-06-04 02:50:57.735079,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,UDP,66.132.172.224,51993,192.168.45.3,5684
2026-06-04 02:54:09.236674,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.172.146,65292,192.168.45.3,22926
2026-06-04 02:55:29.288227,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,100.29.192.71,26736,192.168.45.3,32400
2026-06-04 02:55:36.918351,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.29,46626,192.168.45.3,13750
2026-06-04 02:56:51.887528,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,198.235.24.29,54098,192.168.45.3,44818
2026-06-04 03:00:01.210685,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.172.118,16521,192.168.45.3,29642
2026-06-04 03:01:56.131355,2400008,ET DROP Spamhaus DROP Listed Traffic Inbound group 9,Misc Attack,2,TCP,64.89.163.83,49522,192.168.45.3,5432
2026-06-04 03:01:56.131355,2010939,ET SCAN Suspicious inbound to PostgreSQL port 5432,Potentially Bad Traffic,2,TCP,64.89.163.83,49522,192.168.45.3,5432
2026-06-04 03:01:59.812342,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,UDP,66.132.172.242,25472,192.168.45.3,12371
2026-06-04 03:06:07.585803,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.172.120,27771,192.168.45.3,58416
2026-06-04 03:07:50.545192,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.172.124,29189,192.168.45.3,21721
2026-06-04 03:07:58.730771,2400033,ET DROP Spamhaus DROP Listed Traffic Inbound group 34,Misc Attack,2,TCP,176.65.139.91,55347,192.168.45.3,60422
2026-06-04 03:07:58.730771,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,176.65.139.91,55347,192.168.45.3,60422
2026-06-04 03:15:07.509558,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.172.236,12810,192.168.45.3,2762
2026-06-04 03:15:08.796320,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.32,57032,192.168.45.3,10761
2026-06-04 03:16:45.171310,2400003,ET DROP Spamhaus DROP Listed Traffic Inbound group 4,Misc Attack,2,TCP,43.228.157.69,59622,192.168.45.3,5900
2026-06-04 03:16:45.171310,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,43.228.157.69,59622,192.168.45.3,5900
2026-06-04 03:19:55.718937,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,100.29.192.45,63894,192.168.45.3,22222
2026-06-04 03:21:01.983393,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.30,57327,192.168.45.3,30089
2026-06-04 03:21:12.020031,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.172.151,64909,192.168.45.3,42386
2026-06-04 03:21:58.500893,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.9,55427,192.168.45.3,4021
2026-06-04 03:22:54.180971,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.224.29,29211,192.168.45.3,1224
2026-06-04 03:22:56.337882,2400003,ET DROP Spamhaus DROP Listed Traffic Inbound group 4,Misc Attack,2,TCP,43.228.157.183,51401,192.168.45.3,5900
2026-06-04 03:22:56.337882,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,43.228.157.183,51401,192.168.45.3,5900
2026-06-04 03:25:17.854820,2400003,ET DROP Spamhaus DROP Listed Traffic Inbound group 4,Misc Attack,2,TCP,43.228.157.190,50512,192.168.45.3,5900
2026-06-04 03:25:17.854820,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,43.228.157.190,50512,192.168.45.3,5900
2026-06-04 03:26:06.329638,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,198.235.24.77,52590,192.168.45.3,8090
2026-06-04 03:29:00.369652,2400003,ET DROP Spamhaus DROP Listed Traffic Inbound group 4,Misc Attack,2,TCP,43.228.157.204,45986,192.168.45.3,5900
2026-06-04 03:29:00.369652,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,43.228.157.204,45986,192.168.45.3,5900
2026-06-04 03:29:25.180912,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.140,30917,192.168.45.3,28345
2026-06-04 03:30:12.016976,2400003,ET DROP Spamhaus DROP Listed Traffic Inbound group 4,Misc Attack,2,TCP,43.228.157.18,57051,192.168.45.3,5900
2026-06-04 03:30:12.016976,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,43.228.157.18,57051,192.168.45.3,5900
2026-06-04 03:32:22.233303,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.8,55386,192.168.45.3,5799
2026-06-04 03:33:06.497241,2400002,ET DROP Spamhaus DROP Listed Traffic Inbound group 3,Misc Attack,2,TCP,36.255.97.55,48509,192.168.45.3,5900
2026-06-04 03:35:06.507264,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.7,46505,192.168.45.3,30801
2026-06-04 03:35:31.302218,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.172.145,54972,192.168.45.3,16332
2026-06-04 03:36:08.770954,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,198.235.24.123,50385,192.168.45.3,993
2026-06-04 03:37:05.469302,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.31,46740,192.168.45.3,10777
2026-06-04 03:39:24.092616,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,167.94.145.28,18821,192.168.45.3,179
2026-06-04 03:39:46.432664,2400016,ET DROP Spamhaus DROP Listed Traffic Inbound group 17,Misc Attack,2,TCP,101.36.108.191,39663,192.168.45.3,7524
2026-06-04 03:43:44.884613,2400033,ET DROP Spamhaus DROP Listed Traffic Inbound group 34,Misc Attack,2,TCP,176.65.139.103,36562,192.168.45.3,8006
2026-06-04 03:43:44.884613,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,176.65.139.103,36562,192.168.45.3,8006
2026-06-04 03:44:02.274507,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.148.10.121,54178,192.168.45.3,22
2026-06-04 03:44:02.274507,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,45.148.10.121,54178,192.168.45.3,22
2026-06-04 03:44:28.412513,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.148.10.230,44796,192.168.45.3,22000
2026-06-04 03:44:28.412513,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,45.148.10.230,44796,192.168.45.3,22000
2026-06-04 03:44:32.575409,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.148.10.200,20467,192.168.45.3,8081
2026-06-04 03:44:32.575409,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,45.148.10.200,20467,192.168.45.3,8081
2026-06-04 03:44:59.554558,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.90,41046,192.168.45.3,17469
2026-06-04 03:47:23.533020,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,198.235.24.37,53148,192.168.45.3,8005
2026-06-04 03:49:11.415844,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.214,16644,192.168.45.3,2096
2026-06-04 03:53:46.939315,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.172.149,18245,192.168.45.3,63316
2026-06-04 03:54:15.132609,2400008,ET DROP Spamhaus DROP Listed Traffic Inbound group 9,Misc Attack,2,TCP,64.89.162.78,42134,192.168.45.3,3128
2026-06-04 03:55:16.639848,2400008,ET DROP Spamhaus DROP Listed Traffic Inbound group 9,Misc Attack,2,TCP,64.89.161.171,49972,192.168.45.3,443
2026-06-04 03:55:21.403228,2100366,GPL ICMP PING *NIX,Misc activity,3,ICMP,175.122.253.201,8,192.168.45.3,0
2026-06-04 03:55:24.850197,2400002,ET DROP Spamhaus DROP Listed Traffic Inbound group 3,Misc Attack,2,TCP,36.255.97.131,43777,192.168.45.3,5900
2026-06-04 03:55:28.790651,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,198.235.24.94,56364,192.168.45.3,4443
2026-06-04 03:55:47.669703,2400009,ET DROP Spamhaus DROP Listed Traffic Inbound group 10,Misc Attack,2,TCP,79.124.62.178,58881,192.168.45.3,38389
2026-06-04 03:58:23.213738,2400008,ET DROP Spamhaus DROP Listed Traffic Inbound group 9,Misc Attack,2,TCP,64.89.160.111,48997,192.168.45.3,9999
2026-06-04 03:58:33.589143,2400003,ET DROP Spamhaus DROP Listed Traffic Inbound group 4,Misc Attack,2,TCP,43.228.157.10,23218,192.168.45.3,59341
2026-06-04 03:58:33.589143,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,43.228.157.10,23218,192.168.45.3,59341
2026-06-04 03:59:57.358959,2010937,ET SCAN Suspicious inbound to mySQL port 3306,Potentially Bad Traffic,2,TCP,40.80.200.186,38768,192.168.45.3,3306
2026-06-04 04:03:14.340544,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.148.10.67,40001,192.168.45.3,443
2026-06-04 04:03:14.340544,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,45.148.10.67,40001,192.168.45.3,443
2026-06-04 04:05:30.698597,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.243,51626,192.168.45.3,6008
2026-06-04 04:06:13.880593,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.29,46626,192.168.45.3,13317
2026-06-04 04:06:45.735255,2400002,ET DROP Spamhaus DROP Listed Traffic Inbound group 3,Misc Attack,2,TCP,36.255.97.107,47926,192.168.45.3,5900
2026-06-04 04:09:52.598292,2400024,ET DROP Spamhaus DROP Listed Traffic Inbound group 25,Misc Attack,2,TCP,124.198.131.39,48922,192.168.45.3,3000
2026-06-04 04:12:00.368794,2400033,ET DROP Spamhaus DROP Listed Traffic Inbound group 34,Misc Attack,2,TCP,176.65.139.91,55347,192.168.45.3,36722
2026-06-04 04:12:00.368794,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,176.65.139.91,55347,192.168.45.3,36722
2026-06-04 04:12:23.735805,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,198.235.24.68,57094,192.168.45.3,2085
2026-06-04 04:12:48.688578,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,198.235.24.65,54420,192.168.45.3,8887
2026-06-04 04:14:38.742097,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,198.235.24.70,52238,192.168.45.3,6568
2026-06-04 04:16:38.718401,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.135,36379,192.168.45.3,36361
2026-06-04 04:17:14.355673,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,UDP,66.132.172.253,34282,192.168.45.3,39646
2026-06-04 04:18:05.797011,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,198.235.24.52,50628,192.168.45.3,1025
2026-06-04 04:18:13.315954,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.215,20257,192.168.45.3,4839
2026-06-04 04:19:19.967585,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.172.226,42806,192.168.45.3,10002
2026-06-04 04:19:45.773367,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.10,55461,192.168.45.3,15251
2026-06-04 04:21:13.284169,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.30,57327,192.168.45.3,27650
2026-06-04 04:21:15.163360,2010939,ET SCAN Suspicious inbound to PostgreSQL port 5432,Potentially Bad Traffic,2,TCP,3.110.173.136,52044,192.168.45.3,5432
2026-06-04 04:21:16.223167,2010939,ET SCAN Suspicious inbound to PostgreSQL port 5432,Potentially Bad Traffic,2,TCP,3.110.173.136,52044,192.168.45.3,5432
2026-06-04 04:23:15.055507,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.32,57032,192.168.45.3,10349
2026-06-04 04:25:59.334061,2400042,ET DROP Spamhaus DROP Listed Traffic Inbound group 43,Misc Attack,2,TCP,195.178.110.188,54437,192.168.45.3,60022
2026-06-04 04:26:18.451746,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,198.235.24.125,53262,192.168.45.3,9595
2026-06-04 04:27:11.205072,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,198.235.24.114,51873,192.168.45.3,27017
2026-06-04 04:27:26.349976,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.153.34.87,47004,192.168.45.3,587
2026-06-04 04:27:48.057089,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.12,55503,192.168.45.3,5680
2026-06-04 04:29:46.425820,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.9,55427,192.168.45.3,4402
2026-06-04 04:36:14.268340,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.8,55386,192.168.45.3,7820
2026-06-04 04:36:49.199938,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.172.151,14737,192.168.45.3,9466
2026-06-04 04:38:32.174205,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,45.198.224.145,58073,192.168.45.3,5900
2026-06-04 04:38:41.817373,2400042,ET DROP Spamhaus DROP Listed Traffic Inbound group 43,Misc Attack,2,TCP,195.178.110.239,55485,192.168.45.3,9017
2026-06-04 04:39:51.746231,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.7,46505,192.168.45.3,58651
2026-06-04 04:41:14.299986,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.216,57761,192.168.45.3,1913
2026-06-04 04:41:31.047590,2010935,ET SCAN Suspicious inbound to MSSQL port 1433,Potentially Bad Traffic,2,TCP,183.233.145.75,27653,192.168.45.3,1433
2026-06-04 04:41:36.297244,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,198.235.24.54,50977,192.168.45.3,993
2026-06-04 04:42:19.449537,2400003,ET DROP Spamhaus DROP Listed Traffic Inbound group 4,Misc Attack,2,TCP,43.228.157.155,44190,192.168.45.3,5900
2026-06-04 04:42:19.449537,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,43.228.157.155,44190,192.168.45.3,5900
2026-06-04 04:43:55.580689,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.53,47603,192.168.45.3,1911
2026-06-04 04:44:09.751028,2400062,ET DROP Spamhaus DROP Listed Traffic Inbound group 63,Misc Attack,2,TCP,213.177.179.156,33321,192.168.45.3,5900
2026-06-04 04:45:50.295949,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.90,41046,192.168.45.3,33209
2026-06-04 04:46:01.039486,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.136,60793,192.168.45.3,48121
2026-06-04 04:46:45.237128,2400003,ET DROP Spamhaus DROP Listed Traffic Inbound group 4,Misc Attack,2,TCP,43.228.157.137,53853,192.168.45.3,5900
2026-06-04 04:46:45.237128,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,43.228.157.137,53853,192.168.45.3,5900
2026-06-04 04:50:37.751091,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,198.235.24.60,51482,192.168.45.3,23656
2026-06-04 04:50:50.710038,2400062,ET DROP Spamhaus DROP Listed Traffic Inbound group 63,Misc Attack,2,TCP,213.209.159.3,41362,192.168.45.3,5900
2026-06-04 04:51:03.096984,2400033,ET DROP Spamhaus DROP Listed Traffic Inbound group 34,Misc Attack,2,TCP,176.65.139.43,49048,192.168.45.3,5906
2026-06-04 04:51:03.096984,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,176.65.139.43,49048,192.168.45.3,5906
2026-06-04 04:51:34.335363,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,UDP,198.235.24.37,56467,192.168.45.3,88
2026-06-04 04:52:30.674160,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.134,40758,192.168.45.3,37789
2026-06-04 04:53:50.787892,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.31,46740,192.168.45.3,43280
2026-06-04 04:54:57.428916,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.172.145,63832,192.168.45.3,870
2026-06-04 04:59:16.303094,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,100.29.192.117,29188,192.168.45.3,1883
2026-06-04 04:59:34.390658,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.148.10.121,54020,192.168.45.3,22222
2026-06-04 04:59:34.390658,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,45.148.10.121,54020,192.168.45.3,22222
2026-06-04 05:01:18.966987,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.186.222,59993,192.168.45.3,25565
2026-06-04 05:01:25.869730,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.172.108,41338,192.168.45.3,25565
2026-06-04 05:02:41.565637,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.154.87,58914,192.168.45.3,8425
2026-06-04 05:05:27.747992,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,66.132.224.20,54525,192.168.45.3,6003
2026-06-04 05:09:20.377395,2400006,ET DROP Spamhaus DROP Listed Traffic Inbound group 7,Misc Attack,2,TCP,45.142.193.29,46626,192.168.45.3,50763
2026-06-04 05:09:44.039906,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,198.235.24.56,56100,192.168.45.3,49501
2026-06-04 05:12:39.031048,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,UDP,66.132.172.246,17923,192.168.45.3,41217
2026-06-04 05:14:25.635323,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,100.29.192.26,28925,192.168.45.3,47001
2026-06-04 05:15:33.222398,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,205.210.31.173,52935,192.168.45.3,443
2026-06-04 05:15:58.170566,2400033,ET DROP Spamhaus DROP Listed Traffic Inbound group 34,Misc Attack,2,TCP,176.65.139.66,51776,192.168.45.3,80
2026-06-04 05:15:58.170566,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,176.65.139.66,51776,192.168.45.3,80
2026-06-04 05:19:09.062874,2400003,ET DROP Spamhaus DROP Listed Traffic Inbound group 4,Misc Attack,2,TCP,43.228.157.188,57308,192.168.45.3,5900
2026-06-04 05:19:09.062874,2402000,ET DROP Dshield Block Listed Source group 1,Misc Attack,2,TCP,43.228.157.188,57308,192.168.45.3,5900
2026-06-04 05:19:48.283327,2400010,ET DROP Spamhaus DROP Listed Traffic Inbound group 11,Misc Attack,2,TCP,85.11.167.7,47707,192.168.45.3,5432
